,condition,competition_group,subgroup,electric_utility,gas_utility,building_type,measure_life_(yrs),initial_count,market,count,measure_name,sector,program,baseline_condition,efficient_condition,complementary_condition,electric_end_use,incremental_cost_(usd),annual_oandm_savings_(usd),annual_energy_saved_(kwh),water_savings_(gallons),energy_impact_1,energy_impact_1_fuel_type,energy_impact_1_units,energy_impact_2,energy_impact_2_fuel_type,energy_impact_2_units,energy_impact_3,energy_impact_3_fuel_type,energy_impact_3_units,energy_impact_1_end_use,energy_impact_2_end_use,energy_impact_3_end_use,measure_incremental_cost,demand_ratio,deferred_replacement_credit_value,measure_water_savings,measure_electric_energy_savings,measure_natural_gas_savings,measure_fuel_oil_savings,measure_propane_savings,measure_gasoline_savings,measure_diesel_savings,electric_energy_savings_value,electric_demand_savings_value,natural_gas_savings_value,fuel_oil_savings_value,propane_savings_value,diesel_transportation_savings_value,gasoline_transportation_savings_value,other_fuel_savings_value,annual_oandm_savings,o_and_m_savings_value,water_savings_value,electric_incentive_pct,natural_gas_incentive_pct,nonutility_incentive_pct,electric_utility_incentive_value,natural_gas_utility_incentive_value,nonutility_incentive_value,total_incentive_value,electric_utility_nonmeasure_program_cost,natural_gas_utility_nonmeasure_program_costs,nonutility_nonmeasure_program_costs,risk_discount_value,electric_carbon_savings_value,electric_n2o_savings_value,electric_ch4_savings_value,natural_gas_carbon_savings_value,fuel_oil_carbon_savings_value,propane_carbon_savings_value,diesel_transportation_carbon_savings_value,gasoline_transportation_carbon_savings_value,natural_gas_n2o_savings_value,fuel_oil_n2o_savings_value,propane_n2o_savings_value,diesel_transportation_n2o_savings_value,gasoline_transportation_n2o_savings_value,natural_gas_ch4_savings_value,fuel_oil_ch4_savings_value,propane_ch4_savings_value,diesel_transportation_ch4_savings_value,gasoline_transportation_ch4_savings_value,end_use_fuel_externalities,other_nonresource_benefits,electric_customer_bill_savings,natural_gas_customer_bill_savings,heating_oil_customer_bill_savings,EUCT_cost,EUCT_benefit,EUCT_BCR,GUCT_cost,GUCT_benefit,GUCT_BCR,EGUCT_cost,EGUCT_benefit,EGUCT_BCR,TRC_cost,TRC_benefit,TRC_BCR,SCT_cost,SCT_benefit,SCT_BCR,RIM_cost,RIM_benefit,RIM_BCR,PCT_cost,PCT_benefit,PCT_BCR
154,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily,10,2350.0,RET_ER,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,RET_ER,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily,10,2350.0,RET_ER,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily,10,4700.0,RET_ER,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,RET_ER,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily,10,2350.0,RET_ER,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,RET_ER,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,RET_ER,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily,10,2350.0,RET_ER,705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,9000.0,RET_ER,2700.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,0.25590608510327484,2050.0920817717915,0.0,0.0,1040.0,3241.3110667680385,3.1166452565077294,1040.0,0.0,0.0,2080.0,3241.3110667680385,1.5583226282538647,3120.0,3268.5869728531416,1.0476240297606223,3120.0,4930.156168442274,1.5801782591161135,4130.0920817717915,4281.3110667680385,1.0366139500045661,1300.0,7242.659054624934,5.571276195865334
169,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,18000.0,RET_ER,5400.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,8.786108921879103,2050.0920817717915,0.0,0.0,1040.0,3241.3110667680385,3.1166452565077294,1040.0,0.0,0.0,2080.0,3241.3110667680385,1.5583226282538647,3120.0,3277.1171756899175,1.0503580691313839,3120.0,4938.68637127905,1.582912298486875,4130.0920817717915,4281.3110667680385,1.0366139500045661,1300.0,7251.1892574617095,5.577837890355161
170,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,16920.0,RET_ER,5076.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,1166.666666666667,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,1166.666666666667,0.0,0.0,0.0,0.0,0.0,558.992977729177,2682.3180890388617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,787.0215129294379,1.6709850137826874,42.09209985134557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.7845977945661,0.25590608510327484,2050.0920817717915,0.0,0.0,1040.0,3241.3110667680385,3.1166452565077294,1040.0,0.0,0.0,2080.0,3241.3110667680385,1.5583226282538647,3120.0,3268.5869728531416,1.0476240297606223,3120.0,4930.156168442274,1.5801782591161135,4130.0920817717915,4281.3110667680385,1.0366139500045661,1300.0,7242.659054624934,5.571276195865334
171,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,7500.0,RET_ER,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,15000.0,RET_ER,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,14100.0,RET_ER,4230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,7500.0,RET_ER,2250.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,1583.333333333333,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,1583.333333333333,0.0,0.0,0.0,0.0,0.0,758.6333269181684,3640.2888351241672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,1068.100624689951,2.2677653758479317,57.12499265539754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.4933827211964,0.25590608510327484,2782.2678252617156,0.0,0.0,1280.0,4398.922162042336,3.436657939095575,1280.0,0.0,0.0,2560.0,4398.922162042336,1.7183289695477875,3840.0,4432.19806812744,1.1542182469081874,3840.0,6687.184833569832,1.741454383742144,5342.267825261715,5678.922162042336,1.0630171207794377,1600.0,9582.445893389155,5.989028683368222
175,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,15000.0,RET_ER,4500.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,1583.333333333333,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,1583.333333333333,0.0,0.0,0.0,0.0,0.0,758.6333269181684,3640.2888351241672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,1068.100624689951,2.2677653758479317,57.12499265539754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.4933827211964,8.786108921879103,2782.2678252617156,0.0,0.0,1280.0,4398.922162042336,3.436657939095575,1280.0,0.0,0.0,2560.0,4398.922162042336,1.7183289695477875,3840.0,4440.728270964216,1.1564396538969313,3840.0,6695.715036406609,1.7436757907308877,5342.267825261715,5678.922162042336,1.0630171207794377,1600.0,9590.97609622593,5.994360060141206
176,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,14100.0,RET_ER,4230.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,NLIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,1583.333333333333,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,1583.333333333333,0.0,0.0,0.0,0.0,0.0,758.6333269181684,3640.2888351241672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,1068.100624689951,2.2677653758479317,57.12499265539754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.4933827211964,0.25590608510327484,2782.2678252617156,0.0,0.0,1280.0,4398.922162042336,3.436657939095575,1280.0,0.0,0.0,2560.0,4398.922162042336,1.7183289695477875,3840.0,4432.19806812744,1.1542182469081874,3840.0,6687.184833569832,1.741454383742144,5342.267825261715,5678.922162042336,1.0630171207794377,1600.0,9582.445893389155,5.989028683368222
177,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,6000.0,RET_ER,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,12000.0,RET_ER,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,11280.0,RET_ER,3384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family_li,10,500.0,RET_ER,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family_li,10,2000.0,RET_ER,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family_li,10,1900.0,RET_ER,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,RET_ER,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,RET_ER,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family_li,10,950.0,RET_ER,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,RET_ER,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,RET_ER,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family_li,10,950.0,RET_ER,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family_li,10,500.0,RET_ER,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family_li,10,2000.0,RET_ER,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family_li,10,1900.0,RET_ER,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,RET_ER,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,RET_ER,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family_li,10,950.0,RET_ER,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,RET_ER,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,RET_ER,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family_li,10,950.0,RET_ER,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1500.0,RET_ER,450.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,700.0,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,335.39578663750615,1609.3908534233162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,472.2129077576627,1.0025910082696121,25.255259910807336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.4707586767397,0.25590608510327484,1230.0552490630746,0.0,0.0,1040.0,1944.7866400608223,1.8699871539046369,1040.0,0.0,0.0,2080.0,1944.7866400608223,0.9349935769523184,3120.0,1972.0625461459256,0.6320713288929248,3120.0,2969.0040634994048,0.9516038665062195,3310.0552490630744,2984.7866400608223,0.9017331782923198,1300.0,5126.097795209001,3.9431521501607696
199,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,6000.0,RET_ER,1800.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,700.0,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,335.39578663750615,1609.3908534233162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,472.2129077576627,1.0025910082696121,25.255259910807336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.4707586767397,8.786108921879103,1230.0552490630746,0.0,0.0,1040.0,1944.7866400608223,1.8699871539046369,1040.0,0.0,0.0,2080.0,1944.7866400608223,0.9349935769523184,3120.0,1980.5927489827013,0.6348053682636863,3120.0,2977.5342663361807,0.954337905876981,3310.0552490630744,2984.7866400608223,0.9017331782923198,1300.0,5134.627998045777,3.9497138446505975
200,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,5700.0,RET_ER,1710.0,refrigerator_electricity_efficient_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_efficient_residential,,unknown,1300.0,0.0,0.0,0.0,700.0,electricity,kWh,,,,,,,refrigeration,,,1300.0,0.03424657534246575,1.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,335.39578663750615,1609.3908534233162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,650.0,650.0,650.0,1950.0,390.0,390.0,390.0,26.02,472.2129077576627,1.0025910082696121,25.255259910807336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.4707586767397,0.25590608510327484,1230.0552490630746,0.0,0.0,1040.0,1944.7866400608223,1.8699871539046369,1040.0,0.0,0.0,2080.0,1944.7866400608223,0.9349935769523184,3120.0,1972.0625461459256,0.6320713288929248,3120.0,2969.0040634994048,0.9516038665062195,3310.0552490630744,2984.7866400608223,0.9017331782923198,1300.0,5126.097795209001,3.9431521501607696
201,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1250.0,RET_ER,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,5000.0,RET_ER,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,4750.0,RET_ER,1425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1250.0,RET_ER,375.0,refrigerator_electricity_top10_residential_refrigerator_electricity_existing_residential,residential,LIRRET_ER,refrigerator_electricity_existing_residential,refrigerator_electricity_top10_residential,,unknown,1600.0,0.0,0.0,0.0,950.0,electricity,kWh,,,,,,,refrigeration,,,1600.0,0.03424657534246575,1.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,455.17999615090116,2184.173301074501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,800.0,800.0,800.0,2400.0,480.0,480.0,480.0,32.02,640.8603748139707,1.360659225508759,34.27499559323852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.496029632718,0.25590608510327484,1669.3606951570298,0.0,0.0,1280.0,2639.3532972254025,2.0619947634573457,1280.0,0.0,0.0,2560.0,2639.3532972254025,1.0309973817286728,3840.0,2672.6292033105055,0.6959971883621108,3840.0,4025.6212625759417,1.0483388704624848,4229.36069515703,3919.3532972254025,0.9267011209787305,1600.0,6709.969898467536,4.19373118654221
